hosp,procs,procCount,infCount,sir,ci-low,ci-high,comp
MARIAN REGIONAL MEDICAL CENTER,Knee Prosthesis Surgery,139,0,0.00,0.00,3.37,N.D.
"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",Knee Prosthesis Surgery,255,0,0.00,0.00,3.02,N.D.
"MARIN GENERAL HOSP, GREENBRAE",Knee Prosthesis Surgery,144,0,0.00*,0.00,4.47,N.D.*
MARINA DEL REY HOSP,Knee Prosthesis Surgery,68,0,,,,
"MARK TWAIN MEDICAL CENTER, SAN ANDREAS",Knee Prosthesis Surgery,47,0,,,,
"MARSHALL MED CTR (1-RH), PLACERVILLE",Knee Prosthesis Surgery,97,0,,,,
MEMORIAL HOSP OF GARDENA,Knee Prosthesis Surgery,<20,,,,,
"MEMORIAL MED CTR, MODESTO",Knee Prosthesis Surgery,306,0,0.00,0.00,2.04,N.D.
"MENDOCINO COAST DISTRICT HOSP, FORT BRAGG",Knee Prosthesis Surgery,52,0,,,,
"MENIFEE VALLEY MED CTR, SUN CITY",Knee Prosthesis Surgery,42,0,,,,
"MERCY GENERAL HOSP, SACRAMENTO",Knee Prosthesis Surgery,229,1,0.63,0.02,3.49,N.D.
MERCY HOSP OF FOLSOM,Knee Prosthesis Surgery,125,1,1.48*,0.04,8.23,N.D.*
MERCY MED CTR MERCED,Knee Prosthesis Surgery,151,0,0.00*,0.00,4.10,N.D.*
MERCY MED CTR MT. SHASTA,Knee Prosthesis Surgery,53,0,,,,
MERCY MED CTR REDDING,Knee Prosthesis Surgery,469,2,0.43,0.05,1.57,N.D.
"MERCY SAN JUAN MED CTR, CARMICHAEL",Knee Prosthesis Surgery,411,4,1.61,0.44,4.13,N.D.
METHODIST HOSP OF SACRAMENTO,Knee Prosthesis Surgery,526,1,0.38,0.01,2.14,N.D.
"METHODIST HOSP OF SOUTHERN CA, ARCADIA",Knee Prosthesis Surgery,282,3,1.43,0.30,4.18,N.D.
MILLS-PENINSULA HEALTH SERVICES,Knee Prosthesis Surgery,226,2,1.45,0.18,5.25,N.D.
"MILLS HEALTH CTR, SAN MATEO",Knee Prosthesis Surgery,,,,,,
"MILLS-PENINSULA MED CTR, BURLINGAME",Knee Prosthesis Surgery,,,,,,
"MISSION COMMUNITY HOSP, PANORAMA",Knee Prosthesis Surgery,36,1,,,,
MISSION HOSP REGIONAL MED CTR,Knee Prosthesis Surgery,,,,,,
MISSION HOSP LAGUNA BEACH,Knee Prosthesis Surgery,47,0,,,,
"MISSION HOSP REGIONAL MED CTR, MISSION VIEJO",Knee Prosthesis Surgery,154,1,1.13*,0.03,6.30,N.D.*
MONTEREY PARK HOSP,Knee Prosthesis Surgery,37,0,,,,
"NATIVIDAD MED CTR, SALINAS",Knee Prosthesis Surgery,30,1,,,,
NORTHBAY HEALTHCARE GROUP,Knee Prosthesis Surgery,,,,,,
"NORTHBAY MED CTR, FAIRFIELD",Knee Prosthesis Surgery,<20,,,,,
"NORTHBAY VACAVALLEY HOSP, VACAVILLE",Knee Prosthesis Surgery,104,0,0.00*,0.00,7.62,N.D.*
"NORTHERN INYO HOSP, BISHOP",Knee Prosthesis Surgery,<20,,,,,
NORTHRIDGE HOSP MED CTR,Knee Prosthesis Surgery,300,4,1.52,0.41,3.88,N.D.
NOVATO COMMUNITY HOSP,Knee Prosthesis Surgery,76,0,,,,
"O'CONNOR HOSP, SAN JOSE",Knee Prosthesis Surgery,233,0,0.00,0.00,2.01,N.D.
"OAK VALLEY HOSP DISTRICT (2-RH), OAKDALE",Knee Prosthesis Surgery,<20,,,,,
"OJAI VALLEY COMMUNITY HOSP, OJAI",Knee Prosthesis Surgery,<20,,,,,
"OLYMPIA MED CTR, LOS ANGELES",Knee Prosthesis Surgery,71,0,,,,
"ORANGE COAST MEMORIAL MED CTR, FOUNTAIN VALLEY",Knee Prosthesis Surgery,78,1,,,,
PACIFIC ALLIANCE MED CTR,Knee Prosthesis Surgery,58,1,,,,
PACIFIC HOSP OF LONG BEACH,Knee Prosthesis Surgery,41,0,,,,
"PACIFICA HOSP OF THE VALLEY, SUN VALLEY",Knee Prosthesis Surgery,<20,,,,,
"PALM DRIVE HOSP, SEBASTOPOL",Knee Prosthesis Surgery,28,0,,,,
PALMDALE REGIONAL MEDICAL CTR,Knee Prosthesis Surgery,58,1,,,,
PALOMAR HEALTH,Knee Prosthesis Surgery,292,0,0.00,0.00,2.24,N.D.
"PALOMAR HEALTH DOWNTOWN CAMPUS, ESCONDIDO",Knee Prosthesis Surgery,,,,,,
"PALOMAR MED CTR, ESCONDIDO",Knee Prosthesis Surgery,,,,,,
"PARADISE VALLEY HOSP, NATIONAL CITY",Knee Prosthesis Surgery,<20,,,,,
"PARKVIEW COMMUNITY HOSP MED CTR, RIVERSIDE",Knee Prosthesis Surgery,355,4,2.71,0.74,6.93,N.D.
PATIENTS' HOSP OF REDDING,Knee Prosthesis Surgery,<20,,,,,
"PETALUMA VALLEY HOSP, PETALUMA",Knee Prosthesis Surgery,58,0,,,,
"PIONEERS MEMORIAL HEALTHCARE DISTRICT, BRAWLEY",Knee Prosthesis Surgery,54,0,,,,
PLACENTIA LINDA HOSP,Knee Prosthesis Surgery,204,3,2.83,0.58,8.26,N.D.
"POMERADO HOSP, POWAY",Knee Prosthesis Surgery,246,2,2.01*,0.24,7.28,N.D.*
"POMONA VALLEY HOSP MED CTR, POMONA",Knee Prosthesis Surgery,211,2,1.54,0.19,5.56,N.D.
"PRESBYTERIAN INTERCOMMUNITY HOSP, WHITTIER",Knee Prosthesis Surgery,363,1,0.31,0.01,1.71,N.D.
"PROVIDENCE HOLY CROSS MED CTR, MISSION HILLS",Knee Prosthesis Surgery,211,1,0.90,0.02,5.00,N.D.
"PROVIDENCE LITTLE COMPANY OF MARY MED CTR,",Knee Prosthesis Surgery,,,,,,
SAN PEDRO,Knee Prosthesis Surgery,,,,,,
"PROVIDENCE LITTLE COMPANY OF MARY MED CTR, TORRANCE",Knee Prosthesis Surgery,183,1,0.78,0.02,4.35,N.D.
"PROVIDENCE SAINT JOSEPH MED CTR, BURBANK",Knee Prosthesis Surgery,198,0,0.00,0.00,2.58,N.D.
"PROVIDENCE TARZANA MED CTR, TARZANA",Knee Prosthesis Surgery,35,0,,,,
"QUEEN OF THE VALLEY MED CTR, NAPA",Knee Prosthesis Surgery,170,1,1.07*,0.03,5.96,N.D.*
"RADY CHILDREN'S HOSP, SAN DIEGO",Knee Prosthesis Surgery,<20,,,,,
REDLANDS COMMUNITY HOSP,Knee Prosthesis Surgery,450,6,2.63,0.97,5.72,N.D.
"REDWOOD MEMORIAL HOSP, FORTUNA",Knee Prosthesis Surgery,67,0,,,,
REGIONAL MED CTR OF SAN JOSE,Knee Prosthesis Surgery,46,0,,,,
RIDGECREST REGIONAL HOSP,Knee Prosthesis Surgery,22,0,,,,
RIVERSIDE COMMUNITY HOSP,Knee Prosthesis Surgery,221,3,2.41,0.50,7.04,N.D.
"RIVERSIDE COUNTY REGIONAL MED CTR, MORENO VALLEY",Knee Prosthesis Surgery,61,0,,,,
"RONALD REAGAN UCLA MED CTR, LOS ANGELES",Knee Prosthesis Surgery,<20,,,,,
SADDLEBACK MEMORIAL MED CTR,Knee Prosthesis Surgery,357,0,0.00,0.00,1.93,N.D.
"SADDLEBACK MEMORIAL MED CTR, LAGUNA HILLS",Knee Prosthesis Surgery,,,,,,
SADDLEBACK MEMORIAL MED CTR-SAN CLEMENTE,Knee Prosthesis Surgery,,,,,,
"SAINT AGNES MED CTR, FRESNO",Knee Prosthesis Surgery,360,2,0.93,0.11,3.34,N.D.
"SAINT FRANCIS MED CTR, LYNWOOD",Knee Prosthesis Surgery,<20,,,,,
"SAINT FRANCIS MEMORIAL HOSP, SAN FRANCISCO",Knee Prosthesis Surgery,59,0,,,,
"SAINT JOHN'S HEALTH CTR, SANTA MONICA",Knee Prosthesis Surgery,791,0,0.00,0.00,0.97,Low
"SAINT LOUISE REGIONAL HOSP, GILROY",Knee Prosthesis Surgery,34,0,,,,
"SAINT VINCENT MED CTR, LOS ANGELES",Knee Prosthesis Surgery,370,4,0.81,0.22,2.08,N.D.
SALINAS VALLEY MEMORIAL HOSP,Knee Prosthesis Surgery,196,1,0.75,0.02,4.17,N.D.
"SAN ANTONIO COMMUNITY HOSP, UPLAND",Knee Prosthesis Surgery,246,0,0.00,0.00,2.64,N.D.
SAN DIMAS COMMUNITY HOSP,Knee Prosthesis Surgery,118,0,0.00*,0.00,6.43,N.D.*
SAN FRANCISCO GENERAL HOSP,Knee Prosthesis Surgery,56,0,,,,
"SAN GABRIEL VALLEY MED CTR, SAN GABRIEL",Knee Prosthesis Surgery,66,0,,,,
"SAN GORGONIO MEMORIAL HOSP, BANNING",Knee Prosthesis Surgery,77,0,,,,
"SAN JOAQUIN COMMUNITY HOSP, BAKERSFIELD",Knee Prosthesis Surgery,356,1,0.47,0.01,2.64,N.D.
"SAN JOAQUIN GENERAL HOSP, FRENCH P",Knee Prosthesis Surgery,29,0,,,,
SAN MATEO MED CTR,Knee Prosthesis Surgery,30,1,,,,
"SAN RAMON REGIONAL MED CTR, INC.",Knee Prosthesis Surgery,72,0,,,,
SAN RAMON REGIONAL MED CTR,Knee Prosthesis Surgery,,,,,,
SAN RAMON REGIONAL MED CTR SOUTH BUILDING,Knee Prosthesis Surgery,,,,,,
SANTA BARBARA COTTAGE HOSPITAL,Knee Prosthesis Surgery,362,0,0.00,0.00,1.10,N.D.
SANTA BARBARA COTTAGE HOSP,Knee Prosthesis Surgery,,,,,,
REHABILITATION INSTITUTE AT SANTA BARBARA,Knee Prosthesis Surgery,,,,,,
"SANTA CLARA VALLEY MED CTR, SAN JOSE",Knee Prosthesis Surgery,31,0,,,,
"SANTA MONICA, UCLA MED CTR AND ORTHOPAEDIC",Knee Prosthesis Surgery,311,5,1.66,0.54,3.87,N.D.
SANTA ROSA MEMORIAL HOSP,Knee Prosthesis Surgery,347,0,0.00,0.00,1.92,N.D.
"SCRIPPS GREEN HOSP, LA JOLLA",Knee Prosthesis Surgery,706,0,0.00,0.00,0.99,Low
SCRIPPS HEALTH,Knee Prosthesis Surgery,301,2,0.78,0.09,2.81,N.D.
"SCRIPPS MERCY HOSP, SAN DIEGO",Knee Prosthesis Surgery,,,,,,
SCRIPPS MERCY HOSP CHULA VISTA,Knee Prosthesis Surgery,,,,,,
"SCRIPPS MEMORIAL HOSP, ENCINITAS",Knee Prosthesis Surgery,185,1,1.08*,0.03,6.02,N.D.*
"SCRIPPS MEMORIAL HOSP, LA JOLLA",Knee Prosthesis Surgery,316,0,0.00,0.00,2.08,N.D.
"SEQUOIA HOSP, REDWOOD CITY",Knee Prosthesis Surgery,184,0,0.00*,0.00,4.39,N.D.*
SETON MED CTR,Knee Prosthesis Surgery,120,0,0.00*,0.00,4.58,N.D.*
"SETON MED CTR-COASTSIDE, MOSS BEACH",Knee Prosthesis Surgery,,,,,,
"SETON MED CTR, DALY CITY",Knee Prosthesis Surgery,,,,,,
SHARP CHULA VISTA MED CTR,Knee Prosthesis Surgery,66,0,,,,
SHARP CORONADO HOSP AND HEALTHCARE CTR,Knee Prosthesis Surgery,995,1,0.23,0.01,1.26,N.D.
"SHARP MEMORIAL HOSP, SAN DIEGO",Knee Prosthesis Surgery,450,0,0.00,0.00,1.18,N.D.
"SHASTA REGIONAL MED CTR, REDDING",Knee Prosthesis Surgery,170,1,0.86,0.02,4.80,N.D.
SHERMAN OAKS HOSP,Knee Prosthesis Surgery,53,1,,,,
"SIERRA NEVADA MEMORIAL HOSP, GRASS VALLEY",Knee Prosthesis Surgery,100,1,2.28*,0.06,12.69,N.D.*
"SIERRA VIEW DISTRICT HOSP, PORTERVILLE",Knee Prosthesis Surgery,73,0,,,,
"SIERRA VISTA REGIONAL MED CTR, SAN LUIS OBISPO",Knee Prosthesis Surgery,122,0,0.00*,0.00,5.99,N.D.*
"SILVER LAKE MED CTR, LOS ANGELES",Knee Prosthesis Surgery,<20,,,,,
SIMI VALLEY HOSP & HEALTH CARE SERVICES,Knee Prosthesis Surgery,63,0,,,,
SONOMA VALLEY HOSP,Knee Prosthesis Surgery,56,0,,,,
SONORA REGIONAL MED CTR,Knee Prosthesis Surgery,163,0,0.00*,0.00,4.26,N.D.*
SONORA REGIONAL MED CTR CAMPUS #1,Knee Prosthesis Surgery,,,,,,
SONORA REGIONAL MED CTR CAMPUS #2,Knee Prosthesis Surgery,,,,,,
ST BERNARDINE MED CTR,Knee Prosthesis Surgery,308,0,0.00,0.00,2.18,N.D.
"ST ELIZABETH COMMUNITY HOSP, RED BLUFF",Knee Prosthesis Surgery,73,1,,,,
"ST HELENA HOSP, ST HELENA",Knee Prosthesis Surgery,957,1,0.30,0.01,1.68,N.D.
"ST JOHN'S PLEASANT VALLEY HOSP, ARILLO",Knee Prosthesis Surgery,71,0,,,,
"ST JOHN'S REGIONAL MED CTR, OXNARD",Knee Prosthesis Surgery,148,0,0.00*,0.00,4.08,N.D.*
ST JOSEPH HOSP EUREKA,Knee Prosthesis Surgery,,,,,,
"ST JOSEPH HOSP, EUREKA",Knee Prosthesis Surgery,96,0,0.00,0.00,3.49,N.D.
"ST JOSEPH HOSP, ORANGE",Knee Prosthesis Surgery,387,0,0.00,0.00,1.32,N.D.
ST JOSEPH'S MED CTR OF STOCKTON,Knee Prosthesis Surgery,31,0,,,,
"ST JUDE MED CTR, FULLERTON",Knee Prosthesis Surgery,342,0,0.00,0.00,1.84,N.D.
"ST MARY MED CTR, APPLE VALLEY",Knee Prosthesis Surgery,129,1,1.14*,0.03,6.36,N.D.*
"ST MARY MED CTR, LONG BEACH",Knee Prosthesis Surgery,25,0,,,,
"ST MARY'S MED CTR, SAN FRANCISCO",Knee Prosthesis Surgery,200,2,1.62,0.20,5.85,N.D.
"ST ROSE HOSP, HAYWARD",Knee Prosthesis Surgery,124,3,2.81,0.58,8.22,N.D.
"STANFORD HOSP, STANFORD",Knee Prosthesis Surgery,770,4,0.64,0.18,1.65,N.D.
"STANISLAUS SURGICAL HOSP, MODESTO",Knee Prosthesis Surgery,339,0,0.00,0.00,2.51,N.D.
"SUTTER AMADOR HOSP, JACKSON",Knee Prosthesis Surgery,25,0,,,,
"SUTTER AUBURN FAITH HOSP, AUBURN",Knee Prosthesis Surgery,197,0,0.00*,0.00,3.80,N.D.*
"SUTTER COAST HOSP, CRESCENT CITY",Knee Prosthesis Surgery,<20,,,,,
"SUTTER DAVIS HOSPITAL, DAVIS",Knee Prosthesis Surgery,63,0,,,,
"SUTTER DELTA MED CTR, ANTIOCH",Knee Prosthesis Surgery,36,0,,,,
SUTTER EAST BAY HOSPS CTR,Knee Prosthesis Surgery,213,0,0.00,0.00,3.24,N.D.
"ALTA BATES SUMMIT MED CTR, ALTA BATES CAMPUS, BERKELEY",Knee Prosthesis Surgery,,,,,,
"ALTA BATES SUMMIT MED CTR, HERRICK CAMPUS, BERKELEY",Knee Prosthesis Surgery,,,,,,
SUTTER EAST BAY HOSPS CTR,Knee Prosthesis Surgery,354,0,0.00,0.00,1.53,N.D.
"ALTA BATES SUMMIT MED CTR, OAKLAND",Knee Prosthesis Surgery,,,,,,
"ALTA BATES SUMMIT MED CTR, SUMMIT CAMPUS, OAKLAND",Knee Prosthesis Surgery,,,,,,
SUTTER HEALTH SACRAMENTO SIERRA REGION,Knee Prosthesis Surgery,607,1,0.22,0.01,1.25,N.D.
"SUTTER GENERAL HOSP, SACRAMENTO",Knee Prosthesis Surgery,,,,,,
"SUTTER MEMORIAL HOSP, SACRAMENTO",Knee Prosthesis Surgery,,,,,,
"SUTTER LAKESIDE HOSP, LAKEPORT",Knee Prosthesis Surgery,72,0,,,,
SUTTER MATERNITY & SURGERY CTR OF SANTA CRUZ,Knee Prosthesis Surgery,80,0,,,,
"SUTTER MED CTR, CASTRO VALLEY",Knee Prosthesis Surgery,182,2,1.92,0.23,6.93,N.D.
"EDEN MED CTR, CASTRO VALLEY",Knee Prosthesis Surgery,,,,,,
SAN LEANDRO HOSP,Knee Prosthesis Surgery,,,,,,
SUTTER MED CTR OF SANTA ROSA,Knee Prosthesis Surgery,167,1,1.01*,0.03,5.62,N.D.*
SUTTER ROSEVILLE MED CTR,Knee Prosthesis Surgery,319,1,0.51,0.01,2.81,N.D.
"SUTTER SOLANO MED CTR, VALLEJO",Knee Prosthesis Surgery,121,0,0.00*,0.00,4.65,N.D.*
"SUTTER SURGICAL HOSP, NORTH VALLEY, YUBA CITY",Knee Prosthesis Surgery,166,0,0.00*,0.00,4.50,N.D.*
SUTTER TRACY COMMUNITY HOSP,Knee Prosthesis Surgery,84,0,,,,
SUTTER WEST BAY HOSPS,Knee Prosthesis Surgery,,,,,,
"CALIFORNIA PACIFIC MED CTR, DAVIES CAM HOSP, S F",Knee Prosthesis Surgery,<20,,,,,
SUTTER WEST BAY HOSPS,Knee Prosthesis Surgery,466,2,0.58,0.07,2.09,N.D.
"CALIFORNIA PACIFIC MED CTR, CA WEST CAM HOSP, S F",Knee Prosthesis Surgery,,,,,,
"CALIFORNIA PACIFIC MED CTR, PACIFIC CAM HOSP, S F",Knee Prosthesis Surgery,,,,,,
"TAHOE FOREST HOSP, TRUCKEE",Knee Prosthesis Surgery,64,0,,,,
"TEMPLE COMMUNITY HOSP, LOS ANGELES",Knee Prosthesis Surgery,<20,,,,,
"TORRANCE MEMORIAL MED CTR, TORRANCE",Knee Prosthesis Surgery,390,2,0.89,0.11,3.23,N.D.
"TRI-CITY MED CTR, OCEANSIDE",Knee Prosthesis Surgery,232,2,1.09,0.13,3.92,N.D.
"TRI-CITY REGIONAL MED CTR, HAWAIIAN GARDENS",Knee Prosthesis Surgery,36,0,,,,
TULARE REGIONAL MEDICAL CTR,Knee Prosthesis Surgery,<20,,,,,
"TWIN CITIES COMMUNITY HOSP, TEMPLETON",Knee Prosthesis Surgery,213,1,0.94,0.02,5.21,N.D.
"UHS-CORONA, INC.",Knee Prosthesis Surgery,24,0,,,,
"CORONA REGIONAL MED CTR, CAMPUS #1",Knee Prosthesis Surgery,,,,,,
"CORONA REGIONAL MED CTR, CAMPUS #2",Knee Prosthesis Surgery,,,,,,
"UKIAH VALLEY MED CTR/HOSP DRIVE, UKIAH",Knee Prosthesis Surgery,44,0,,,,
"UNIVERSITY OF CALIFORNIA DAVIS MED CTR, SACRAMENTO",Knee Prosthesis Surgery,349,3,0.78,0.16,2.29,N.D.
"UNIVERSAL HEALTH SERVICES OF RANCHO SPRINGS, INC.",Knee Prosthesis Surgery,234,0,0.00,0.00,2.51,N.D.
"SOUTHWEST HEALTHCARE SYSTEMS, MURRIETA",Knee Prosthesis Surgery,,,,,,
"SOUTHWEST HEALTHCARE SYSTEMS, WILDOMAR",Knee Prosthesis Surgery,,,,,,
"UNIVERSITY OF CALIFORNIA IRVINE MED CTR, ORANGE",Knee Prosthesis Surgery,<20,,,,,
"UNIVERSITY OF CALIFORNIA, SAN DIEGO",Knee Prosthesis Surgery,278,0,0.00,0.00,1.40,N.D.
"UNIVERSITY OF CALIFORNIA, SAN DIEGO MED CTR",Knee Prosthesis Surgery,,,,,,
"UCSD-LA JOLLA, JOHN M.& SALLY B. THORNTON HOSP",Knee Prosthesis Surgery,,,,,,
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",Knee Prosthesis Surgery,381,0,0.00,0.00,1.08,N.D.
"UCSF MED CTR, SAN FRANCISCO",Knee Prosthesis Surgery,,,,,,
"UCSF MED CTR AT MOUNT ZION, SAN FRANCISCO",Knee Prosthesis Surgery,,,,,,
"VALLEY PRESBYTERIAN HOSP, VAN NUYS",Knee Prosthesis Surgery,381,3,1.10,0.23,3.23,N.D.
"VERDUGO HILLS HOSP, GLENDALE",Knee Prosthesis Surgery,178,0,0.00*,0.00,3.85,N.D.*
"VICTOR VALLEY COMMUNITY HOSP, VICTORVILLE",Knee Prosthesis Surgery,91,1,,,,
"WASHINGTON HOSP, FREMONT",Knee Prosthesis Surgery,915,0,0.00,0.00,0.85,Low
WATSONVILLE COMMUNITY HOSP,Knee Prosthesis Surgery,103,0,0.00*,0.00,5.87,N.D.*
"WEST ANAHEIM MED CTR, ANAHEIM",Knee Prosthesis Surgery,<20,,,,,
WEST HILLS HOSP AND MED CTR,Knee Prosthesis Surgery,112,1,1.27*,0.03,7.06,N.D.*
WESTERN MED CTR SANTA ANA,Knee Prosthesis Surgery,21,0,,,,
"WHITE MEMORIAL MED CTR, LOS ANGELES",Knee Prosthesis Surgery,189,2,1.49,0.18,5.39,N.D.
WHITTIER HOSP MED CTR,Knee Prosthesis Surgery,24,1,,,,
WOODLAND MEMORIAL HOSP,Knee Prosthesis Surgery,67,0,,,,
"CEDARS-SINAI MED CTR, LOS ANGELES",Kidney Transplant Surgery,199,5,1.40,0.46,3.27,N.D.
CHILDRENS HOSP OF LOS ANGELES,Kidney Transplant Surgery,21,0,,,,
"KAISER FOUNDATION HOSP, SAN FRANCISCO",Kidney Transplant Surgery,<20,,,,,
"KECK HOSP OF USC, LOS ANGELES",Kidney Transplant Surgery,98,2,0.73,0.09,2.64,N.D.
"LAC/HARBOR-UCLA MED CTR, TORRANCE",Kidney Transplant Surgery,<20,,,,,
LOMA LINDA UNIVERSITY MED CTR,Kidney Transplant Surgery,55,1,0.76,0.02,4.23,N.D.
"LOMA LINDA UNIV HEART & SURGICAL HOSP, REDLANDS",Kidney Transplant Surgery,,,,,,
"LOMA LINDA UNIV MED CTR EAST HOSP, LOMA LINDA",Kidney Transplant Surgery,,,,,,
"LOMA LINDA UNIV MED CTR, LOMA LINDA",Kidney Transplant Surgery,,,,,,
"LUCILE SALTER PACKARD CHILDREN'S HOSP AT STANFORD,",Kidney Transplant Surgery,,,,,,
"RADY CHILDREN'S HOSP, SAN DIEGO",Kidney Transplant Surgery,<20,,,,,
RIVERSIDE COMMUNITY HOSP,Kidney Transplant Surgery,36,1,,,,
"RONALD REAGAN UCLA MED CTR, LOS ANGELES",Kidney Transplant Surgery,71,3,1.83,0.38,5.34,N.D.
"SAINT VINCENT MED CTR, LOS ANGELES",Kidney Transplant Surgery,64,3,,,,
"SCRIPPS GREEN HOSP, LA JOLLA",Kidney Transplant Surgery,<20,,,,,
"SHARP MEMORIAL HOSP, SAN DIEGO",Kidney Transplant Surgery,78,2,1.44,0.18,5.22,N.D.
"ST JOSEPH HOSP, ORANGE",Kidney Transplant Surgery,21,0,,,,
"STANFORD HOSP, STANFORD",Kidney Transplant Surgery,78,0,0.00,0.00,2.73,N.D.
SUTTER HEALTH SACRAMENTO SIERRA REGION,Kidney Transplant Surgery,<20,,,,,
"SUTTER GENERAL HOSP, SACRAMENTO",Kidney Transplant Surgery,,,,,,
"SUTTER MEMORIAL HOSP, SACRAMENTO",Kidney Transplant Surgery,,,,,,
SUTTER WEST BAY HOSPS,Kidney Transplant Surgery,221,2,0.67,0.08,2.43,N.D.
"CALIFORNIA PACIFIC MED CTR, CA WEST CAM HOSP, S F",Kidney Transplant Surgery,,,,,,
"CALIFORNIA PACIFIC MED CTR, PACIFIC CAM HOSP, S F",Kidney Transplant Surgery,,,,,,
"UNIVERSITY OF CALIFORNIA DAVIS MED CTR, SACRAMENTO",Kidney Transplant Surgery,268,3,0.54,0.11,1.57,N.D.
"UNIVERSITY OF CALIFORNIA IRVINE MED CTR, ORANGE",Kidney Transplant Surgery,39,0,0.00,0.00,3.51,N.D.
"UNIVERSITY OF CALIFORNIA, SAN DIEGO",Kidney Transplant Surgery,74,2,1.60,0.19,5.79,N.D.
"UNIVERSITY OF CALIFORNIA, SAN DIEGO MED CTR",Kidney Transplant Surgery,,,,,,
"UCSD-LA JOLLA, JOHN M.& SALLY B. THORNTON HOSP",Kidney Transplant Surgery,,,,,,
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",Kidney Transplant Surgery,350,2,0.45,0.05,1.62,N.D.
"UCSF MED CTR, SAN FRANCISCO",Kidney Transplant Surgery,,,,,,
"UCSF MED CTR AT MOUNT ZION, SAN FRANCISCO",Kidney Transplant Surgery,,,,,,
ADVENTIST HEALTH SYSTEMS,Laminectomy,<20,,,,,
"ADVENTIST MED CTR, HANFORD",Laminectomy,,,,,,
ADVENTIST MED CTR-SELMA,Laminectomy,,,,,,
"AHMC ANAHEIM REGIONAL MED CTR, ANAHEIM",Laminectomy,38,1,,,,
ALAMEDA COUNTY MED CTR,Laminectomy,107,0,0.00*,0.00,6.84,N.D.*
"ALAMEDA COUNTY MED CTR, OAKLAND",Laminectomy,,,,,,
"ALAMEDA COUNTY MED CTR-FAIRMONT CAMPUS, SAN LEANDRO",Laminectomy,,,,,,
ALHAMBRA HOSP MED CTR,Laminectomy,<20,,,,,
"ALVARADO HOSP, LLC",Laminectomy,58,1,,,,
"ALVARADO HOSP MED CTR, CAMPUS #1, SAN DIEGO",Laminectomy,,,,,,
"ALVARADO HOSP MED CTR, CAMPUS #2, SAN DIEGO",Laminectomy,,,,,,
"ANTELOPE VALLEY HOSP, LANCASTER",Laminectomy,81,0,,,,
"ARROWHEAD RGN MED CTR, COLTON",Laminectomy,57,4,,,,
BAKERSFIELD MEMORIAL HOSP,Laminectomy,378,3,1.06,0.22,3.11,N.D.
"BARTON MEMORIAL HOSP, SOUTH LAKE TAHOE",Laminectomy,<20,,,,,
"BEVERLY HOSP, MONTEBELLO",Laminectomy,<20,,,,,
"CALIFORNIA HOSP MED CTR, LOS ANGELES",Laminectomy,<20,,,,,
"CALIFORNIA PACIFIC MED CTR, ST LUKE'S CAMPUS,",Laminectomy,,,,,,
SAN FRANCISCO,Laminectomy,,,,,,
"CEDARS-SINAI MED CTR, LOS ANGELES",Laminectomy,1920,6,0.43,0.16,0.94,Low
"CENTINELA HOSP MED CTR, INGLEWOOD",Laminectomy,70,0,,,,
"CHAPMAN MED CTR, ORANGE",Laminectomy,189,2,1.56,0.19,5.62,N.D.
CHILDRENS HOSP AND RESEARCH CTR AT OAKLAND,Laminectomy,<20,,,,,
"CHILDREN'S HOSP CENTRAL CA, MADERA",Laminectomy,29,0,,,,
CHILDRENS HOSP OF LOS ANGELES,Laminectomy,46,1,,,,
"CHILDREN'S HOSP OF ORANGE COUNTY, ORANGE",Laminectomy,37,0,,,,
"CITRUS VALLEY MED CTR, INC.",Laminectomy,140,2,1.26,0.15,4.53,N.D.
"CITRUS VALLEY MED CTR, IC , COVINA",Laminectomy,,,,,,
"CITRUS VALLEY MED CTR, QV, WEST COVINA",Laminectomy,,,,,,
"CITY OF HOPE HELFORD CLINICAL RESEARCH HOSP, DUARTE",Laminectomy,41,0,,,,
"COAST PLAZA HOSP, NORWALK",Laminectomy,20,0,,,,
"COMMUNITY HOSP OF THE MONTEREY PENINSULA, MONTEREY",Laminectomy,173,0,0.00,0.00,3.26,N.D.
"COMMUNITY MEMORIAL HOSP, SAN BUENAVENTURA, VENTURA",Laminectomy,63,0,,,,
"COMMUNITY REGIONAL MED CTR, FRESNO",Laminectomy,275,0,0.00,0.00,1.76,N.D.
COUNTY OF VENTURA,Laminectomy,39,1,,,,
VENTURA COUNTY MED CTR,Laminectomy,,,,,,
"VENTURA COUNTY MED CTR, SANTA PAULA HOSP",Laminectomy,,,,,,
"DAMERON HOSP, STOCKTON",Laminectomy,126,0,0.00*,0.00,5.47,N.D.*
DELANO REGIONAL MED CTR,Laminectomy,<20,,,,,
"DESERT REGIONAL MED CTR, PALM SPRINGS",Laminectomy,106,0,0.00,0.00,3.57,N.D.
"DESERT VALLEY HOSP, VICTORVILLE",Laminectomy,<20,,,,,
DIGNITY HEALTH,Laminectomy,303,1,0.47,0.01,2.60,N.D.
"DOMINICAN HOSP CAMPUS #1, SANTA CRUZ",Laminectomy,,,,,,
"DOMINICAN HOSP CAMPUS #2, SANTA CRUZ",Laminectomy,,,,,,
